[UID, JHJ0ekidS93_dk3145kIssW_Kj92rIesdDj]-
[TIME, 2015-04-29 16:08:52:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:08:53:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:08:54:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:08:55:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:08:56:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:08:57:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:08:58:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:08:59:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:00:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:01:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:02:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:03:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:04:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:05:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:06:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:07:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:08:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:09:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:10:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:11:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:12:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:13:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:14:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:15:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:16:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:17:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:18:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:19:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:20:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:21:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:22:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:23:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:24:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:25:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:26:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:27:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:28:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:29:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:30:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:31:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:32:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:33:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:34:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:35:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:36:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:37:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:38:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:39:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:40:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:41:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:42:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:43:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:44:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:45:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:46:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:47:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:48:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:49:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:50:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:51:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:52:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:53:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:54:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:55:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:56:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:57:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:58:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:09:59:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:00:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:01:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:02:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:03:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:04:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:05:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:06:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:07:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:08:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:09:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:10:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:11:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:12:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:13:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:14:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:15:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:16:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:17:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:18:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:19:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:20:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:21:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:22:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:23:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:24:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:25:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:26:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:27:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:28:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:29:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:30:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:31:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:32:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:33:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:34:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:35:74][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:36:73][010c, 15999][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:37:73][010c, 12363][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:38:73][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:39:73][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:40:73][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:41:73][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:42:73][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:43:73][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:44:73][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:45:73][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:46:74][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:47:73][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:48:73][010c, 315][010d, 163][0110, 56]-
[TIME, 2015-04-29 16:10:49:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:10:50:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:10:51:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:10:52:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:10:53:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:10:54:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:10:55:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:10:56:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:10:57:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:10:58:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:10:59:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:00:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:01:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:02:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:03:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:04:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:05:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:06:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:07:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:08:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:09:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:10:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:11:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:12:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:13:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:14:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:15:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:16:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:17:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:18:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:19:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:20:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:21:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:22:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:23:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:24:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:25:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:26:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:27:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:28:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:29:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:30:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:31:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:32:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:33:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:34:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:35:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:36:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:37:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:38:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:39:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:40:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:41:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:42:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:43:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:44:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:45:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:46:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:47:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:48:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:49:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:50:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:51:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:52:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:53:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:54:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:55:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:56:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:57:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:58:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:11:59:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:00:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:01:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:02:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:03:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:04:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:05:74][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:06:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:07:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:08:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:09:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:10:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:11:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:12:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:13:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:14:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:15:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:16:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:17:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:18:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:19:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:20:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:21:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:22:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:23:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:24:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:25:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:26:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:27:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:28:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:29:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:30:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:31:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:32:73][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:12:33:73][010c, 315][010d, 246][0110, 56]-
